Brand,Variety,Style,Country,Stars,spiciness,spiciness_2,Scoville,continent
Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,pepper free,pepper free,0,Asia
Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,pepper free,mild,"(100, 2500)",Asia
Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,pepper free,hot,"(10000, 50000)",Asia
A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,pepper free,pepper free,0,Asia
Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5,pepper free,pepper free,0,Asia
Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,pepper free,pepper free,0,Asia
MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,spicy,spicy,"(2500, 10000)",Asia
MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,pepper free,pepper free,0,Asia
Pama,Bihun Creamy Tom Yam Flavour,Cup,Malaysia,3.75,pepper free,hot,"(10000, 50000)",Asia
Cintan,Mi Segera Mmm... Perisa Kari,Pack,Malaysia,3,pepper free,mild,"(100, 2500)",Asia
Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,pepper free,pepper free,0,Asia
MyKuali,Penang White Curry Noodle (New Improved Tatse),Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
Premiere,Gold Penang Asam Laksa Bihun,Pack,Malaysia,3.25,pepper free,pepper free,0,Asia
MyKuali,Penang Hokkien Prawn Noodle (New Improved Taste),Pack,Malaysia,5,pepper free,pepper free,0,Asia
The Bridge,Penang White Curry Noodle,Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,pepper free,pepper free,0,Asia
Maggi,Perencah Kari Letup Mi Segera,Pack,Malaysia,4,pepper free,mild,"(100, 2500)",Asia
Uncle Sun,White Curry Noodle More Spicy,Pack,Malaysia,3,spicy,spicy,"(2500, 10000)",Asia
Mi E-Zee,Perisa Sayuran,Pack,Malaysia,3.5,pepper free,pepper free,0,Asia
Mi E-Zee,Perisa Kari Sayuran,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
E-mi,Mi Perencah Ayam Jagung,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
Mi E-Zee,Perisa Bayam,Pack,Malaysia,3.5,pepper free,pepper free,0,Asia
Mi E-Zee,Plain Noodles,Pack,Malaysia,Unrated,pepper free,pepper free,0,Asia
J.J.,Snek Mi Perisa Ayam,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
CarJEN,Nyonya Curry Laksa,Pack,Malaysia,5,pepper free,pepper free,0,Asia
E-mi,Mi Perencah Asam Pedas,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
J.J.,Snek Mi Perisa BBQ,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Mi E-Zee,Perisa Kari / Curry Flavour,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Curry Prince,Penang Authentic White Curry Noodle,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,pepper free,hot,"(10000, 50000)",Asia
Econsave,Choice Instant Noodles Curry Flavour,Pack,Malaysia,3.5,pepper free,pepper free,0,Asia
Maggi,Mi Goreng Perencah Kari Ori,Pack,Malaysia,4,pepper free,mild,"(100, 2500)",Asia
Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,pepper free,pepper free,0,Asia
Hao Way,Penang Laksa ,Pack,Malaysia,3.5,pepper free,pepper free,0,Asia
Mamee,Mi Segera Perisa Itik,Pack,Malaysia,3.75,pepper free,mild,"(100, 2500)",Asia
Ibumie,Penang White CurryMee,Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
Nanyang Chef,Penang Asam Pedas Hot & Sour Noodle,Pack,Malaysia,5,hot,hot,"(10000, 50000)",Asia
Vit's,Seafood Instant Noodles,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
Pama,Instant Kua Teow Tom Yam,Cup,Malaysia,3.75,pepper free,hot,"(10000, 50000)",Asia
Mamee,Chef Gold Recipe Bihun Kari Seribu Rasa,Pack,Malaysia,4.5,pepper free,pepper free,0,Asia
Maggi,Royale Penang Seafood Curry,Pack,Malaysia,4.5,pepper free,pepper free,0,Asia
Mamee,Chef Gold Recipe Mi Kari Seribu Rasa,Pack,Malaysia,5,pepper free,pepper free,0,Asia
MyKuali,Penang Red Tom Yum Goong Noodle,Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,pepper free,pepper free,0,Asia
Ibumie,Mee Baa..Gus Mi Goreng Spicier Original Flavour,Pack,Malaysia,3.75,pepper free,mild,"(100, 2500)",Asia
Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,Malaysia,4.75,pepper free,hot,"(10000, 50000)",Asia
MyKuali,Penang Hokkien Prawn Noodle,Pack,Malaysia,5,pepper free,pepper free,0,Asia
Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,pepper free,mild,"(100, 2500)",Asia
Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,hot,hot,"(10000, 50000)",Asia
Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,4.5,pepper free,hot,"(10000, 50000)",Asia
Adabi,Mi Segera Tom Yam Instant Noodles,Pack,Malaysia,3.25,pepper free,mild,"(100, 2500)",Asia
Saji,Sajimee Curry Soup Flavour,Pack,Malaysia,4.25,pepper free,pepper free,0,Asia
Mamee,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,pepper free,pepper free,0,Asia
Mamee,Chef Creamy Tom Yam Flavour,Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
Mamee,Monster BBQ Flavour Snack Noodles,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
Mamee,Chef Curry Laksa Flavour,Cup,Malaysia,5,pepper free,pepper free,0,Asia
Mamee,SLLRRRP! Asam Laksa,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,Malaysia,5,spicy,spicy,"(2500, 10000)",Asia
Mamee,Chef Spicy Chicken Shiitake Flavour,Pack,Malaysia,3.25,spicy,spicy,"(2500, 10000)",Asia
Mamee,Instant Vermicelli Chicken Flavour,Pack,Malaysia,3.25,pepper free,pepper free,0,Asia
Mamee,Chef Creamy Tom Yam Flavour,Cup,Malaysia,4.75,pepper free,hot,"(10000, 50000)",Asia
Mamee,Instant Noodles Vegetarian Flavour,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
Mamee,SLLRRRP! Kari Berapi,Pack,Malaysia,3.75,pepper free,pepper free,0,Asia
Mamee,Monster Chicken Flavour Snack Noodles,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Mamee,Chef Curry Laksa Flavour,Pack,Malaysia,5,pepper free,pepper free,0,Asia
Mamee,Mie Goreng Indonesia Original Flavour,Cup,Malaysia,4.5,pepper free,pepper free,0,Asia
Mamee,Instant Vermicelli Tom Yam Flavour,Pack,Malaysia,3.75,pepper free,hot,"(10000, 50000)",Asia
Ah Lai,White Curry Noodle,Pack,Malaysia,4.5,pepper free,pepper free,0,Asia
Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,Malaysia,3.75,pepper free,mild,"(100, 2500)",Asia
Adabi,Mi Segera Kari Ayam Instant Noodles,Pack,Malaysia,4.25,pepper free,mild,"(100, 2500)",Asia
Adabi,Mi Bandung Prawn Mee,Pack,Malaysia,4.25,pepper free,pepper free,0,Asia
Maggi,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Saji,Sajimee Original Soto Soup Flavor,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,Malaysia,2.5,pepper free,pepper free,0,Asia
Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,Malaysia,2.5,spicy,spicy,"(2500, 10000)",Asia
MyKuali,Penang White Curry Noodle,Pack,Malaysia,5,pepper free,hot,"(10000, 50000)",Asia
Mamee,Oriental Noodles Curry Flavour,Pack,Malaysia,3.25,pepper free,pepper free,0,Asia
Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,2.75,pepper free,pepper free,0,Asia
Ibumie,LadMee Hot Pepper,Pack,Malaysia,3.5,hot,hot,"(10000, 50000)",Asia
Daddy,Kari 365 Curry Flavour,Pack,Malaysia,5,pepper free,pepper free,0,Asia
Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4,pepper free,pepper free,0,Asia
Mamee,Express Cup Curry,Cup,Malaysia,2.5,pepper free,pepper free,0,Asia
Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75,pepper free,hot,"(10000, 50000)",Asia
Mamee,Express Cup Vegetarian,Cup,Malaysia,2,pepper free,pepper free,0,Asia
Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25,pepper free,pepper free,0,Asia
Ibumie,Harmee Mee goreng Prawn,Pack,Malaysia,4.5,pepper free,pepper free,0,Asia
Ibumie,Harmee Prawn,Pack,Malaysia,3.25,pepper free,pepper free,0,Asia
Maggi,Perencah Tom Yam,Pack,Malaysia,2.9,pepper free,hot,"(10000, 50000)",Asia
Best Wok,Mi Goreng Black Pepper Seafood Flavor,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Dara/Ciptarasa,Mi Goreng,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Best Wok,Mi Goreng Original,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Dara/Ciptarasa,Ayam Bawang,Pack,Indonesia,5,pepper free,pepper free,0,Asia
Best Wok,Mi Goreng Hot & Spicy,Pack,Indonesia,5,spicy,spicy,"(2500, 10000)",Asia
Mi Sedaap,Korean Spicy Chicken Mi Goreng,Pack,Indonesia,5,spicy,spicy,"(2500, 10000)",Asia
Mi Sedaap,Selection Korean Spicy Soup,Pack,Indonesia,5,spicy,spicy,"(2500, 10000)",Asia
Indomie,Instant Noodles Vegetable Flavored,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Indomie,Instant Cup Noodles Mi Goreng Barbeque Chicken Flavour,Cup,Indonesia,2,pepper free,mild,"(100, 2500)",Asia
Super Bihun,Instan Goreng Instant Fried Rice Noodles,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Mi Sedaap,Selection Korean Spicy Chicken,Cup,Indonesia,3,spicy,spicy,"(2500, 10000)",Asia
Indomie,Instant Noodles Special Chicken Flavour,Pack,Indonesia,4.5,pepper free,pepper free,0,Asia
Mi Sedaap,Mi Segera Perisa Kari,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,2,pepper free,mild,"(100, 2500)",Asia
Gurimi,Mi Instant Rasa Vegetarian,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Gurimi,Rasa Kaldu Ayam,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
ABC President,Selera Pedas Spicy Stir Fry Cheese Noodles,Pack,Indonesia,4.75,spicy,spicy,"(2500, 10000)",Asia
ABC President,Mi Goreng Mi Instan Cup Stir Fry,Cup,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
ABC President,Selera Pedas Spicy Stir Fry Beef Noodles,Pack,Indonesia,5,spicy,spicy,"(2500, 10000)",Asia
ABC President,mi ABC Mi Instant Shrimp,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Gurimi,Mi Goreng,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
ABC,Mi Instant Goreng,Pack,Indonesia,5,pepper free,pepper free,0,Asia
ABC,Mi Instant Vegetable Flavor,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
FitMee,Konjac Chicken Soto,Pack,Indonesia,5,pepper free,pepper free,0,Asia
FitMee,Konjac Fried Korean Noodle,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Burung Layang Terbang,Kweitiau Kuah Rasa Ayam,Pack,Indonesia,3.5,pepper free,mild,"(100, 2500)",Asia
Best Wok,Mi Goreng Sambal Seafood,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Chitato,Indomie Mi Goreng Potato Chips,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Real Meat Mi Instan Goreng Rendang,Box,Indonesia,5,pepper free,pepper free,0,Asia
Best Wok,Mi Goreng Hot & Spicy Instant Noodles,Pack,Indonesia,5,spicy,spicy,"(2500, 10000)",Asia
Lemonilo,Mie Instan Alami Rasa Mie Goreng,Pack,Indonesia,5,pepper free,pepper free,0,Asia
Best Wok,Mi Goreng Original Instant Noodles,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Instant Noodles Mi Goreng Fried Noodles (Taiwan Only Version),Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Nissin,UFO Fried Ramen Japanese Sauce Flavour,Tray,Indonesia,5,pepper free,pepper free,0,Asia
Alhami,Instant Noodle Instant Noodle Chicken Flavour,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Maitri,Instant Noodle Vegetarian Soup,Pack,Indonesia,3.25,pepper free,pepper free,0,Asia
Alhami,Instant Noodle Soto Flavour,Pack,Indonesia,5,pepper free,pepper free,0,Asia
Alhami,Instant Noodle Chicken Curry Flavour,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Maitri,Vegetarian Mie Goreng,Pack,Indonesia,5,pepper free,pepper free,0,Asia
Alhami,Instant Noodle Chicken Curry Flavour,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Alhami,Instant Noodle Beef Flavour,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Mikka,Noodle Snack Barbecue Flavor,Pack,Indonesia,3.25,pepper free,pepper free,0,Asia
Maitri,Extra Hot Vegetarian Mie Goreng,Pack,Indonesia,5,hot,hot,"(10000, 50000)",Asia
Mikka,Noodle Snack Roast Corn Flavor,Pack,Indonesia,4.5,pepper free,pepper free,0,Asia
Alhami,Prawn Instant Noodles,Pack,Indonesia,2.75,pepper free,pepper free,0,Asia
Maitri,Vegetarian Hot Curry,Pack,Indonesia,4,hot,hot,"(10000, 50000)",Asia
Mikka,Noodle Snack Sambal Balado Chilli Sauce Flavor,Pack,Indonesia,4,pepper free,pepper free,0,Asia
Maitri,Vegetarian Rasa Soto,Pack,Indonesia,4.25,pepper free,pepper free,0,Asia
Alhami,Mi Goreng Spesial,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Nissin,Gekikara Ramen Extra Hot Ramen Goreng,Pack,Indonesia,4.5,hot,hot,"(10000, 50000)",Asia
Indomie,RMy Noodlez Rumput Laut,Pack,Indonesia,4,pepper free,pepper free,0,Asia
Nissin,Gekikara Ramen Rasa Pedas,Pack,Indonesia,3.25,pepper free,pepper free,0,Asia
World O' Noodle,Mi Goreng Original Flavour Fried Noodles,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Super Bihun,Bihun Kuah Rasa Baso Sapi,Pack,Indonesia,3.75,pepper free,mild,"(100, 2500)",Asia
Indomie,My Noodles Mi Goreng Pizza Cheese,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
World O' Noodle,Mi Goreng Garlic Flavour Fried Noodles,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
Mi Sedaap,Mi Segera Mi Goreng Ayam Krispi,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
Indomie,Pop Mie Mi Instan Cup Rasa Ayam,Cup,Indonesia,3.5,pepper free,mild,"(100, 2500)",Asia
Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,pepper free,mild,"(100, 2500)",Asia
Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,pepper free,mild,"(100, 2500)",Asia
Mi Sedaap,Instant Cup Mi Kuah Rasa Soto,Cup,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,pepper free,mild,"(100, 2500)",Asia
Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,pepper free,mild,"(100, 2500)",Asia
Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Salam Mie,Mi Goreng Ala Jawa Dengan Sambal Cabe Asli,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Pop Mie Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,pepper free,pepper free,0,Asia
La Fonte,Spaghetti With Mushroom Sauce,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Pop Bihun,Spesial Rasa Kari Ayam Pedas,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Rasa Iga Penyet,Pack,Indonesia,4.75,pepper free,mild,"(100, 2500)",Asia
Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,Indonesia,2.75,pepper free,mild,"(100, 2500)",Asia
Indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,Indonesia,3.75,pepper free,mild,"(100, 2500)",Asia
Healtimie,Green Barley Noodle Vegetable Soup,Pack,Indonesia,3.25,pepper free,pepper free,0,Asia
Pop Bihun,Spesial Rasa Soto Ayam,Pack,Indonesia,4,pepper free,pepper free,0,Asia
GaGa,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,Indonesia,3.25,pepper free,mild,"(100, 2500)",Asia
ABC,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Cup,Indonesia,3.75,pepper free,pepper free,0,Asia
ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,Indonesia,4,hot,hot,"(10000, 50000)",Asia
ABC,Rasa Ayam Bawang Chicken Onion Flavour,Cup,Indonesia,3.75,pepper free,mild,"(100, 2500)",Asia
ABC,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,Cup,Indonesia,4.25,hot,hot,"(10000, 50000)",Asia
ABC,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,Cup,Indonesia,3.75,pepper free,pepper free,0,Asia
Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,Indonesia,3.75,pepper free,pepper free,0,Asia
ABC,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Eat & Go,Chicken Onion Mi Instan Cup,Cup,Indonesia,3.75,pepper free,pepper free,0,Asia
President,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
ABC,Mi Goreng Spesial Special Fried Noodle,Cup,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Eat & Go,Curry Chicken Mi Instan Cup,Cup,Indonesia,4.25,pepper free,pepper free,0,Asia
SuperMi,Rasa Ayam Spesial,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
GaGa,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Pack,Indonesia,3.25,pepper free,mild,"(100, 2500)",Asia
ABC,Selera Pedas Hot Semur Chicken Flavour,Pack,Indonesia,4.5,hot,hot,"(10000, 50000)",Asia
GaGa,Mi Instan Cup Milk Chicken Soup,Cup,Indonesia,4.75,pepper free,mild,"(100, 2500)",Asia
Eat & Go,Rendang Beef Flavour Fried Instant Noodle,Cup,Indonesia,5,pepper free,pepper free,0,Asia
GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,Indonesia,3.5,pepper free,mild,"(100, 2500)",Asia
GaGa,Seribu 1000 Goreng Spesial,Pack,Indonesia,4,pepper free,pepper free,0,Asia
ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Healtimie,Green Barley Noodle Milk Chicken Soup,Pack,Indonesia,4.25,pepper free,mild,"(100, 2500)",Asia
Pop Bihun,Spesial Goreng Special,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
GaGa,100 Green Chilli Soto Flavour,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Indomie,Instant Noodle Beef & Lime Flavour,Pack,Indonesia,4.25,pepper free,pepper free,0,Asia
GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
ABC,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,Indonesia,4.75,hot,hot,"(10000, 50000)",Asia
Maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,Indonesia,4,pepper free,pepper free,0,Asia
La Fonte,Spaghetti With Bolognese Sauce,Box,Indonesia,4.25,pepper free,pepper free,0,Asia
Eat & Go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25,spicy,spicy,"(2500, 10000)",Asia
Tropicana Slim,Low Fat Noodles Hainan Chicken,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
Indomie,Kriuuk Bawang,Pack,Indonesia,4.25,pepper free,pepper free,0,Asia
Sarimi,Rasa Ayam Bawang,Pack,Indonesia,3.5,pepper free,mild,"(100, 2500)",Asia
SuperMi,Sedaaap Mi Goreng,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5,hot,hot,"(10000, 50000)",Asia
SuperMi,GoBang,Pack,Indonesia,5,pepper free,pepper free,0,Asia
Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25,pepper free,pepper free,0,Asia
SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,Indonesia,3.75,pepper free,mild,"(100, 2500)",Asia
Indomie,Rasa Coto Makassar,Pack,Indonesia,4,pepper free,pepper free,0,Asia
Indomie,Special Fried Curly Noodle (Local),Pack,Indonesia,5,pepper free,pepper free,0,Asia
Indomie,Rasa Mi Cakalang,Pack,Indonesia,4.5,pepper free,pepper free,0,Asia
SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Sarimi,Soto Koya Gurih,Pack,Indonesia,4,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75,pepper free,mild,"(100, 2500)",Asia
SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Indomie,Beef,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25,hot,hot,"(10000, 50000)",Asia
SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
Sarimi,Soto Koya Jeruk Nipis,Pack,Indonesia,4.75,pepper free,pepper free,0,Asia
SuperMi,GoKar,Pack,Indonesia,4,pepper free,pepper free,0,Asia
Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Kriuuk Ayam,Pack,Indonesia,3.75,pepper free,mild,"(100, 2500)",Asia
Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75,pepper free,pepper free,0,Asia
Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25,pepper free,pepper free,0,Asia
Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25,pepper free,mild,"(100, 2500)",Asia
Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5,pepper free,pepper free,0,Asia
Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25,pepper free,pepper free,0,Asia
Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25,pepper free,pepper free,0,Asia
Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5,pepper free,pepper free,0,Asia
Indomie,Rasa Empal Gentong,Pack,Indonesia,4,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Cakalang,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,3.5,pepper free,pepper free,0,Asia
Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5,pepper free,mild,"(100, 2500)",Asia
Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5,pepper free,mild,"(100, 2500)",Asia
Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75,pepper free,pepper free,0,Asia
Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25,pepper free,mild,"(100, 2500)",Asia
Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75,spicy,spicy,"(2500, 10000)",Asia
Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3,pepper free,pepper free,0,Asia
Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,Indonesia,4,pepper free,mild,"(100, 2500)",Asia
Mi Sedaap,Mi Goreng Perisa Asli,Pack,Indonesia,4.75,pepper free,mild,"(100, 2500)",Asia
Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3,pepper free,mild,"(100, 2500)",Asia
Mi Sedaap,Supreme Soto,Pack,Indonesia,4,pepper free,pepper free,0,Asia
Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3,pepper free,pepper free,0,Asia
Mi Sedaap,Mie Sambal Goreng,Pack,Indonesia,4.25,pepper free,pepper free,0,Asia
Mi Sedaap,Kari Spesial,Pack,Indonesia,4.5,pepper free,pepper free,0,Asia
Super Bihun,Goreng Rice Noodles,Pack,Indonesia,4.5,pepper free,pepper free,0,Asia
